LIMIT_BAL,Sex,Education,AGE,difference,default,,,
210000,1,3,37,8727,0,,,
260000,1,4,29,-16,0,,,
150000,0,4,33,648042,0,,,
230000,1,3,34,659403,0,,,
50000,1,2,40,97754,0,,,
330000,0,4,38,0,0,,,
160000,0,3,29,650543,0,,,
160000,0,2,46,0,0,,,
20000,0,4,22,72941,0,,,
50000,1,3,38,112397,0,,,
160000,1,4,58,-437,0,,,
260000,1,3,30,-4,0,,,
360000,1,3,40,48999,0,,,
110000,0,3,27,415293,0,,,
50000,1,2,26,128356,0,,,
130000,0,3,49,28529,0,,,
2.00E+05,1,4,30,286292,0,,,
140000,1,4,36,375093,0,,,
160000,1,3,58,0,0,,,
230000,1,4,37,-108,0,,,
240000,0,4,40,-5600,0,,,
210000,0,3,37,277399,0,,,
110000,0,3,27,237349,0,,,
210000,0,3,37,101527,0,,,
50000,1,4,25,0,0,,,
50000,1,3,26,0,0,,,
30000,0,4,31,67689,0,,,
170000,0,2,44,816267,0,,,
5.00E+05,1,3,45,600826,0,,,
5.00E+05,1,4,34,1055023,0,,,
10000,1,3,24,42383,0,,,
230000,0,3,29,0,0,,,
50000,1,2,45,61458,0,,,
2.00E+05,1,4,31,-3,0,,,
260000,0,4,45,149949,0,,,
70000,0,3,29,-131474,0,,,
130000,1,3,44,317322,0,,,
350000,1,3,33,994682,0,,,
20000,1,3,45,71200,0,,,
480000,1,2,39,80437,0,,,
290000,1,3,49,262842,0,,,
120000,0,4,41,-416,0,,,
120000,0,4,28,251714,0,,,
2.00E+05,1,3,32,684468,0,,,
330000,0,4,35,-164,0,,,
80000,1,4,29,241216,0,,,
280000,1,3,52,239219,0,,,
70000,0,3,32,345163,0,,,
20000,0,3,28,60093,0,,,
250000,0,4,30,-19,0,,,
150000,0,3,43,411284,0,,,
60000,1,3,51,204747,0,,,
490000,1,4,53,0,0,,,
230000,1,4,32,0,0,,,
2.00E+05,1,4,31,10834,0,,,
190000,0,4,33,582847,0,,,
340000,1,4,34,-276,0,,,
360000,0,2,37,0,0,,,
3.00E+05,0,3,28,1407643,0,,,
70000,1,2,47,319291,0,,,
20000,0,3,34,82734,0,,,
170000,0,4,51,802243,0,,,
80000,1,4,33,134150,0,,,
360000,0,4,57,0,0,,,
30000,1,4,24,1023,0,,,
2.00E+05,1,3,42,-1,0,,,
140000,1,3,33,0,0,,,
130000,1,4,27,480578,0,,,
2.00E+05,1,3,34,-3846,0,,,
80000,1,2,47,136286,0,,,
160000,0,4,30,155673,0,,,
180000,1,4,30,0,0,,,
5.00E+05,1,3,73,0,0,,,
1.00E+05,1,4,32,45,0,,,
180000,1,4,37,-13,0,,,
50000,0,4,49,101342,0,,,
2.00E+05,1,4,28,-11,0,,,
240000,0,3,26,371303,0,,,
360000,0,4,35,-1444,0,,,
380000,1,2,54,102164,0,,,
240000,1,3,30,103070,0,,,
3.00E+05,1,3,35,26631,0,,,
50000,0,2,23,5601,0,,,
2.00E+05,1,4,45,0,0,,,
230000,1,3,32,5160,0,,,
2.00E+05,0,4,60,-73,0,,,
20000,0,3,24,40297,0,,,
360000,1,4,34,464037,0,,,
80000,1,3,24,173859,0,,,
270000,1,3,36,-5811,0,,,
280000,1,3,26,136470,0,,,
190000,1,4,33,25925,0,,,
10000,0,3,47,23432,0,,,
350000,0,4,50,1041109,0,,,
230000,1,4,24,228993,0,,,
110000,0,3,49,243261,0,,,
50000,0,4,27,79668,0,,,
5.00E+05,1,4,39,2079892,0,,,
320000,0,3,35,1299065,0,,,
130000,0,2,48,98000,0,,,
420000,1,4,40,-711,0,,,
90000,1,3,35,352914,0,,,
170000,1,4,34,3135,0,,,
1.00E+05,1,3,27,239933,0,,,
90000,1,2,24,-92,0,,,
50000,1,2,30,0,0,,,
50000,0,2,39,139515,0,,,
20000,1,4,23,66227,0,,,
10000,0,3,31,0,0,,,
180000,1,3,24,346066,0,,,
2.00E+05,1,2,49,-131,0,,,
230000,1,3,41,-4906,0,,,
50000,0,3,35,183695,0,,,
220000,0,4,38,996627,0,,,
190000,1,4,32,763290,0,,,
230000,1,4,29,-16,0,,,
5.00E+05,0,4,58,4782,0,,,
150000,0,4,26,36890,0,,,
240000,1,3,35,504465,0,,,
80000,1,3,29,140158,0,,,
250000,0,3,50,0,0,,,
30000,1,3,22,2097,0,,,
280000,0,4,34,7246,0,,,
110000,0,2,41,201366,0,,,
4.00E+05,0,2,42,378797,0,,,
120000,0,2,26,356624,0,,,
140000,1,4,28,681417,0,,,
270000,0,3,31,0,0,,,
280000,0,3,30,606907,0,,,
70000,1,4,24,82568,0,,,
270000,1,4,27,-1231,0,,,
150000,0,2,43,5009,0,,,
160000,1,3,41,1685,0,,,
530000,1,4,39,1749924,0,,,
230000,1,2,30,486994,0,,,
30000,1,3,34,120552,0,,,
40000,1,4,27,67817,0,,,
30000,0,3,54,96692,0,,,
1.00E+05,1,3,43,0,0,,,
2.00E+05,0,4,34,-43,0,,,
1.00E+05,0,3,52,326945,0,,,
5.00E+05,0,4,41,-891,0,,,
50000,0,2,22,187862,0,,,
10000,0,3,23,30374,0,,,
80000,0,3,43,22122,0,,,
60000,1,3,23,138688,0,,,
2.00E+05,1,4,41,-89,0,,,
480000,0,4,41,175315,0,,,
280000,0,4,39,-151168,0,,,
2.00E+05,1,1,40,574535,0,,,
290000,1,3,42,83782,0,,,
5.00E+05,1,4,40,280987,0,,,
40000,0,3,44,136157,0,,,
80000,1,3,22,0,0,,,
3.00E+05,1,2,31,534603,0,,,
20000,0,2,47,34819,0,,,
280000,0,4,31,0,0,,,
20000,1,4,24,-166,0,,,
240000,1,3,43,220297,0,,,
60000,1,3,36,107304,0,,,
140000,1,4,25,0,0,,,
360000,1,4,35,663347,0,,,
50000,0,3,60,139386,0,,,
50000,0,3,41,95297,0,,,
3.00E+05,1,3,32,204384,0,,,
3.00E+05,1,3,33,32062,0,,,
280000,1,3,42,769267,0,,,
3.00E+05,1,3,33,42175,0,,,
170000,0,2,46,1804,0,,,
410000,1,4,25,0,0,,,
640000,0,4,33,139955,0,,,
180000,1,4,32,-56,0,,,
30000,0,2,42,50129,0,,,
50000,1,2,48,177271,0,,,
30000,1,3,26,36894,0,,,
50000,0,3,49,21383,0,,,
4.00E+05,0,4,36,-69,0,,,
150000,1,3,34,96559,0,,,
50000,0,3,26,101231,0,,,
110000,1,3,31,378429,0,,,
150000,1,3,44,60299,0,,,
130000,0,4,29,0,0,,,
280000,1,4,40,1019083,0,,,
50000,0,3,37,232092,0,,,
150000,0,2,30,316781,0,,,
450000,0,3,32,-28869,0,,,
180000,0,4,39,0,0,,,
230000,1,3,35,156909,0,,,
80000,1,2,45,0,0,,,
60000,1,3,24,266813,0,,,
170000,1,3,38,0,0,,,
160000,0,3,60,97012,0,,,
30000,1,2,45,0,0,,,
1.00E+05,1,2,32,222640,0,,,
50000,1,3,23,132282,0,,,
50000,0,2,57,118646,0,,,
230000,0,4,32,151097,0,,,
260000,1,1,39,747467,0,,,
20000,1,2,49,52708,0,,,
150000,1,2,28,47072,0,,,
80000,1,3,46,0,0,,,
140000,1,3,32,156803,0,,,
50000,0,3,44,67510,0,,,
2.00E+05,0,4,28,26085,0,,,
360000,0,4,51,-99,0,,,
420000,0,4,31,36568,0,,,
70000,1,3,41,206526,0,,,
4.00E+05,1,3,41,0,0,,,
240000,1,4,33,139894,0,,,
90000,1,1,24,46385,0,,,
50000,0,2,30,94996,0,,,
50000,0,2,44,144214,0,,,
50000,1,3,44,165439,0,,,
150000,1,2,23,25627,0,,,
80000,1,3,31,-885,0,,,
70000,1,4,23,154867,0,,,
2.00E+05,0,4,53,0,0,,,
290000,0,2,53,1308648,0,,,
210000,1,3,41,-162,0,,,
180000,0,3,43,-42,0,,,
130000,0,3,29,-326,0,,,
50000,1,3,50,236342,0,,,
60000,1,2,48,-1289,0,,,
230000,1,4,28,203626,0,,,
370000,1,4,28,-44594,0,,,
470000,0,4,33,322045,0,,,
50000,1,4,23,90475,0,,,
50000,0,4,26,89178,0,,,
490000,0,4,36,-143,0,,,
360000,0,2,34,1234652,0,,,
70000,0,3,43,210062,0,,,
160000,0,3,43,0,0,,,
50000,1,3,26,240948,0,,,
60000,0,3,49,155446,0,,,
30000,0,3,25,0,0,,,
150000,1,3,45,-46096,0,,,
5.00E+05,1,4,46,190295,0,,,
30000,0,3,32,-9,0,,,
130000,1,3,38,12042,0,,,
310000,1,3,32,473237,0,,,
30000,1,4,38,98599,0,,,
20000,0,4,24,6073,0,,,
140000,1,4,27,574260,0,,,
360000,0,4,29,106668,0,,,
2.00E+05,0,4,32,30061,0,,,
250000,0,4,40,0,0,,,
30000,1,2,53,0,0,,,
80000,0,3,29,203720,0,,,
360000,1,4,34,10304,0,,,
160000,0,3,25,20562,0,,,
50000,1,3,44,33617,0,,,
350000,0,3,32,955926,0,,,
310000,0,3,30,-446,0,,,
360000,1,4,29,10480,0,,,
480000,1,2,41,-91,0,,,
210000,1,3,24,-78,0,,,
380000,0,4,40,1252944,0,,,
110000,1,3,33,398367,0,,,
90000,1,3,34,82263,0,,,
2.00E+05,1,3,27,0,0,,,
30000,0,4,33,110096,0,,,
130000,1,4,25,27051,0,,,
50000,1,2,58,131221,0,,,
150000,1,4,33,-197,0,,,
1.00E+05,1,3,43,0,0,,,
80000,0,4,26,141212,0,,,
290000,1,4,31,167742,0,,,
3.00E+05,0,3,38,1170,0,,,
440000,0,3,49,0,0,,,
110000,1,2,41,382691,0,,,
60000,1,3,36,203496,0,,,
50000,0,2,27,174909,0,,,
170000,0,4,31,801212,0,,,
50000,1,3,53,147666,0,,,
3.00E+05,1,2,34,1076416,0,,,
160000,0,4,33,0,0,,,
80000,1,4,24,138242,0,,,
50000,1,3,23,136430,0,,,
30000,1,2,41,0,0,,,
170000,1,4,30,250858,0,,,
80000,0,4,35,101050,0,,,
40000,1,3,29,8544,0,,,
30000,1,1,59,77090,0,,,
50000,1,3,23,0,0,,,
80000,1,4,25,0,0,,,
5.00E+05,1,4,38,-21,0,,,
70000,0,2,34,293711,0,,,
20000,1,3,22,29877,0,,,
150000,1,4,36,198023,0,,,
270000,1,4,36,87473,0,,,
80000,1,3,46,209317,0,,,
80000,1,2,59,263135,0,,,
230000,1,4,33,851,0,,,
20000,1,3,27,172674,0,,,
260000,1,3,45,970827,0,,,
90000,1,3,23,215768,0,,,
120000,1,3,35,23316,0,,,
180000,0,3,32,29076,0,,,
2.00E+05,1,4,34,0,0,,,
170000,1,3,39,134246,0,,,
60000,1,3,25,196382,0,,,
50000,1,4,23,191905,0,,,
50000,0,4,23,16921,0,,,
50000,0,3,33,173805,0,,,
160000,1,3,41,-8,0,,,
230000,0,2,38,48953,0,,,
180000,1,3,33,-33,0,,,
460000,1,3,32,67590,0,,,
170000,1,3,48,117050,0,,,
350000,1,1,45,1641810,0,,,
160000,0,4,27,0,0,,,
70000,1,4,23,0,0,,,
480000,0,4,44,0,0,,,
60000,1,2,46,201680,0,,,
50000,0,3,51,150085,0,,,
5.00E+05,1,4,31,279172,0,,,
180000,1,4,44,-3,0,,,
110000,0,3,40,335792,0,,,
10000,1,2,24,32730,0,,,
210000,0,3,30,626,0,,,
150000,1,4,26,481723,0,,,
150000,1,2,29,39752,0,,,
2.00E+05,0,2,30,721406,0,,,
70000,1,4,26,226281,0,,,
4.00E+05,1,3,39,-2265,0,,,
20000,1,3,33,40317,0,,,
150000,1,4,33,-4795,0,,,
50000,0,3,45,83356,0,,,
150000,1,4,29,5952,0,,,
150000,0,3,22,267730,0,,,
20000,0,4,44,80722,0,,,
4.00E+05,1,3,36,203536,0,,,
340000,1,3,42,790101,0,,,
2.00E+05,1,3,33,789804,0,,,
230000,1,3,27,0,0,,,
80000,0,2,37,229364,0,,,
3.00E+05,1,1,30,5975,0,,,
80000,0,1,30,8934,0,,,
3.00E+05,1,3,29,1491758,0,,,
320000,1,4,30,149454,0,,,
70000,1,3,44,247602,0,,,
180000,0,3,47,489474,0,,,
330000,1,4,37,5762,0,,,
10000,0,2,35,43105,0,,,
90000,0,3,57,47625,0,,,
70000,1,3,22,103364,0,,,
310000,0,4,37,0,0,,,
230000,1,4,34,17995,0,,,
3.00E+05,1,4,47,0,0,,,
110000,0,3,24,325184,0,,,
230000,1,3,34,-4,0,,,
120000,1,4,29,114269,0,,,
250000,1,4,27,261773,0,,,
70000,1,4,37,192750,0,,,
180000,1,4,23,16783,0,,,
270000,1,4,32,78938,0,,,
50000,1,3,45,83657,0,,,
50000,1,3,30,191454,0,,,
280000,1,4,44,911273,0,,,
2.00E+05,0,2,36,-6616,0,,,
130000,1,2,36,572153,0,,,
290000,0,4,33,945979,0,,,
80000,0,2,34,233541,0,,,
2.00E+05,1,4,30,262257,0,,,
80000,1,4,25,318861,0,,,
60000,1,3,33,278759,0,,,
3.00E+05,1,2,36,1979,0,,,
20000,0,1,27,-3893,0,,,
150000,1,4,36,-246,0,,,
320000,1,4,39,465619,0,,,
370000,1,2,27,645500,0,,,
70000,0,3,39,180026,0,,,
420000,1,3,32,701994,0,,,
50000,0,2,49,78562,0,,,
390000,1,4,28,195150,0,,,
240000,0,1,29,690932,0,,,
170000,1,4,37,18549,0,,,
210000,0,4,30,35000,0,,,
80000,1,3,45,390,0,,,
550000,1,3,32,1568410,0,,,
50000,1,2,56,143251,0,,,
210000,1,2,28,0,0,,,
310000,1,4,32,-15,0,,,
50000,1,3,48,1154,0,,,
80000,1,2,40,154894,0,,,
2.00E+05,1,3,37,-10,0,,,
310000,1,4,39,78,0,,,
5.00E+05,0,4,30,1484472,0,,,
2.00E+05,1,3,60,0,0,,,
250000,1,3,37,1106518,0,,,
20000,0,4,28,44576,0,,,
240000,1,4,35,432356,0,,,
2.00E+05,1,4,31,-1512,0,,,
90000,1,4,28,109052,0,,,
180000,1,4,31,0,0,,,
380000,1,4,44,1554931,0,,,
410000,0,4,33,0,0,,,
2.00E+05,1,3,24,119438,0,,,
50000,0,2,51,169959,0,,,
90000,1,4,26,60609,0,,,
70000,0,2,40,85413,0,,,
2.00E+05,1,3,33,-30,0,,,
280000,1,3,37,0,0,,,
90000,0,3,25,284485,0,,,
50000,0,4,26,0,0,,,
450000,1,4,33,-57,0,,,
240000,1,4,51,-102,0,,,
260000,1,4,50,1224867,0,,,
20000,0,3,24,88757,0,,,
150000,0,2,27,381509,0,,,
80000,0,3,36,97581,0,,,
190000,1,3,24,398371,0,,,
110000,1,3,40,102071,0,,,
150000,0,2,45,29725,0,,,
50000,1,3,25,127943,0,,,
50000,0,3,44,130088,0,,,
160000,1,4,35,216621,0,,,
40000,1,3,52,-3500,0,,,
30000,1,1,53,79253,0,,,
50000,1,4,29,161572,0,,,
20000,1,3,21,90650,0,,,
4.00E+05,0,4,32,645970,0,,,
50000,1,2,36,164840,0,,,
30000,1,3,38,0,0,,,
30000,1,2,28,68026,0,,,
5.00E+05,0,1,53,1469676,0,,,
270000,1,4,34,614857,0,,,
210000,1,4,31,159194,0,,,
170000,1,3,46,725483,0,,,
50000,0,2,24,23873,0,,,
90000,0,4,37,171355,0,,,
60000,1,2,59,166722,0,,,
50000,1,4,29,155595,0,,,
90000,0,2,39,318806,0,,,
260000,0,4,31,0,0,,,
120000,1,3,32,0,0,,,
20000,0,3,23,1738,0,,,
180000,1,4,26,-32,0,,,
1.00E+05,1,3,37,360853,0,,,
50000,0,2,53,107425,0,,,
130000,0,3,37,606360,0,,,
50000,0,3,36,196057,0,,,
240000,0,1,27,0,0,,,
90000,0,2,62,102535,0,,,
50000,0,4,30,235508,0,,,
1.00E+05,0,4,29,294863,0,,,
280000,1,2,48,668110,0,,,
3.00E+05,1,2,38,109774,0,,,
340000,0,4,49,0,0,,,
10000,1,3,49,22946,0,,,
60000,1,3,29,240569,0,,,
260000,1,4,33,618196,0,,,
3.00E+05,1,4,24,166975,0,,,
360000,1,4,28,0,0,,,
550000,0,1,37,895472,0,,,
2.00E+05,0,3,36,732999,0,,,
2.00E+05,0,3,41,235933,0,,,
20000,1,3,25,78802,0,,,
50000,1,3,31,65780,0,,,
80000,1,4,26,-59,0,,,
2.00E+05,1,4,34,3530,0,,,
180000,0,4,38,569374,0,,,
140000,1,3,35,478482,0,,,
220000,1,2,39,717650,0,,,
140000,1,3,29,0,0,,,
380000,1,3,45,1133581,0,,,
330000,1,4,36,-188,0,,,
130000,0,4,46,339393,0,,,
120000,1,3,39,566719,0,,,
380000,0,4,53,18859,0,,,
310000,1,4,33,244816,0,,,
1.00E+05,0,3,29,242565,0,,,
180000,1,3,32,15545,0,,,
50000,0,3,32,118626,0,,,
30000,1,2,58,42175,0,,,
90000,1,3,23,56780,0,,,
230000,0,3,30,545545,0,,,
3.00E+05,1,4,41,-347,0,,,
320000,1,3,44,-6,0,,,
2.00E+05,0,2,30,737385,0,,,
230000,1,3,30,272615,0,,,
3.00E+05,0,4,45,-617,0,,,
210000,1,4,38,-405,0,,,
420000,1,4,41,64490,0,,,
180000,1,4,34,0,0,,,
170000,0,3,33,0,0,,,
450000,1,4,36,-254,0,,,
80000,1,4,23,57126,0,,,
360000,0,3,34,-22,0,,,
290000,0,4,28,65358,0,,,
30000,1,3,25,62127,0,,,
20000,0,4,22,78703,0,,,
290000,1,4,44,-2,0,,,
110000,0,3,31,261502,0,,,
30000,0,2,32,126200,0,,,
160000,1,3,34,3241,0,,,
50000,0,3,28,155016,0,,,
50000,1,2,50,73801,0,,,
390000,0,4,35,113043,0,,,
1.00E+05,1,3,39,475551,0,,,
370000,0,3,34,10361,0,,,
130000,1,3,46,122402,0,,,
50000,0,3,25,175650,0,,,
280000,1,4,29,-85,0,,,
290000,1,2,27,35367,0,,,
360000,0,4,38,334582,0,,,
290000,1,3,34,90397,0,,,
70000,0,3,34,146068,0,,,
180000,0,4,36,0,0,,,
150000,1,4,38,-3,0,,,
140000,1,4,39,149104,0,,,
420000,1,4,32,0,0,,,
380000,1,3,30,-18,0,,,
480000,0,4,49,1935743,0,,,
80000,1,4,30,227457,0,,,
230000,1,3,32,0,0,,,
390000,1,4,25,293446,0,,,
210000,1,3,24,472168,0,,,
150000,1,3,26,80531,0,,,
140000,0,3,34,157272,0,,,
480000,1,4,32,-1746,0,,,
270000,0,4,37,635949,0,,,
350000,0,3,51,233978,0,,,
220000,1,3,25,664615,0,,,
120000,1,2,40,282171,0,,,
150000,1,3,29,15301,0,,,
150000,0,4,29,497416,0,,,
1.00E+05,1,4,27,-2,0,,,
370000,1,3,38,305479,0,,,
260000,1,2,42,0,0,,,
80000,0,4,26,275546,0,,,
20000,1,2,45,300,0,,,
50000,1,3,56,124536,0,,,
230000,1,4,43,23348,0,,,
170000,1,3,43,277627,0,,,
70000,1,2,24,37507,0,,,
180000,1,2,32,10878,0,,,
170000,0,3,39,306751,0,,,
360000,0,4,50,0,0,,,
450000,1,4,69,0,0,,,
240000,0,4,36,-2519,0,,,
180000,1,4,43,-217,0,,,
140000,1,3,34,656779,0,,,
80000,0,4,46,139129,0,,,
80000,0,3,30,185854,0,,,
180000,1,3,32,340006,0,,,
360000,0,2,53,-56,0,,,
250000,1,3,75,0,0,,,
330000,1,4,35,-95,0,,,
380000,0,4,36,283415,0,,,
360000,1,1,28,56677,0,,,
5.00E+05,0,2,38,301498,0,,,
60000,0,3,36,237614,0,,,
110000,0,4,26,506121,0,,,
2.00E+05,1,3,34,0,0,,,
180000,1,4,28,167,0,,,
120000,1,2,52,566347,0,,,
2.00E+05,0,4,30,0,0,,,
5.00E+05,1,3,43,225057,0,,,
360000,0,4,53,-95,0,,,
280000,0,4,31,-27,0,,,
4.00E+05,0,4,29,246261,0,,,
3.00E+05,1,4,33,0,0,,,
150000,1,3,32,44291,0,,,
50000,1,4,50,124486,0,,,
210000,0,3,45,288081,0,,,
2.00E+05,1,3,50,8920,0,,,
20000,0,3,31,94640,0,,,
90000,1,2,38,381988,0,,,
80000,0,3,43,154468,0,,,
250000,0,4,44,514482,0,,,
210000,1,3,29,296483,0,,,
30000,0,3,49,131084,0,,,
40000,1,2,42,182955,0,,,
2.00E+05,1,3,36,1919,0,,,
230000,1,4,33,634030,0,,,
60000,0,3,26,162174,0,,,
30000,1,4,26,9512,0,,,
230000,1,3,54,0,0,,,
1.00E+05,0,4,39,-361,0,,,
20000,0,3,23,77356,0,,,
50000,1,3,40,-7,0,,,
150000,0,4,29,212894,0,,,
150000,1,3,36,747127,0,,,
1.00E+05,0,3,22,176317,0,,,
330000,1,3,39,67000,0,,,
180000,1,4,35,0,0,,,
20000,0,3,53,79095,0,,,
3.00E+05,1,4,28,218236,0,,,
140000,1,2,46,622451,0,,,
160000,1,3,30,0,0,,,
20000,1,4,23,0,0,,,
340000,1,3,31,-1015,0,,,
210000,1,2,41,36814,0,,,
50000,1,2,48,168236,0,,,
20000,0,3,22,-316,0,,,
50000,1,3,44,27000,0,,,
30000,0,3,49,112477,0,,,
60000,1,2,47,0,0,,,
50000,0,4,30,25565,0,,,
5.00E+05,0,4,57,0,0,,,
140000,0,4,32,338215,0,,,
60000,0,3,48,188064,0,,,
60000,1,3,48,285291,0,,,
5.00E+05,1,3,28,633928,0,,,
170000,0,2,45,533207,0,,,
150000,1,4,35,86643,0,,,
50000,1,4,26,0,0,,,
220000,1,4,41,558712,0,,,
50000,0,4,22,31828,0,,,
20000,0,2,37,-30,0,,,
50000,0,2,30,225343,0,,,
5.00E+05,1,2,48,9639,0,,,
450000,1,1,51,144000,0,,,
50000,0,3,56,178496,0,,,
2.00E+05,1,1,50,-13,0,,,
340000,1,3,29,1032024,0,,,
2.00E+05,0,3,32,-62,0,,,
220000,1,4,27,0,0,,,
240000,1,3,44,55134,0,,,
220000,1,3,36,699904,0,,,
240000,0,4,36,360166,0,,,
1.00E+05,0,2,47,-8101,0,,,
2.00E+05,1,4,37,28214,0,,,
290000,1,4,29,40394,0,,,
140000,0,4,28,0,0,,,
80000,0,3,32,220019,0,,,
130000,1,3,33,2116,0,,,
180000,1,4,30,177345,0,,,
50000,1,3,42,58070,0,,,
1.00E+05,1,3,33,0,0,,,
30000,0,3,48,131012,0,,,
50000,1,3,33,168142,0,,,
50000,1,3,45,234607,0,,,
30000,0,2,39,70928,0,,,
290000,1,3,37,949693,0,,,
30000,1,3,42,144251,0,,,
60000,1,3,27,208949,0,,,
380000,1,3,30,1472485,0,,,
50000,1,3,31,156734,0,,,
5.00E+05,1,3,36,21128,0,,,
80000,0,4,24,226518,0,,,
50000,0,3,36,138435,0,,,
110000,1,3,38,471536,0,,,
360000,1,2,30,39874,0,,,
220000,1,2,38,473365,0,,,
170000,0,2,30,558531,0,,,
250000,0,2,28,451025,0,,,
2.00E+05,0,4,29,-39,0,,,
210000,1,1,40,449048,0,,,
80000,0,3,28,-3075,0,,,
90000,1,3,38,330733,0,,,
150000,1,2,57,0,0,,,
280000,0,3,50,-501,0,,,
180000,1,4,28,195190,0,,,
420000,0,4,51,558902,0,,,
170000,1,3,44,0,0,,,
190000,1,3,46,476365,0,,,
80000,1,3,24,33179,0,,,
190000,0,4,36,0,0,,,
230000,1,2,32,448391,0,,,
260000,1,4,38,-22,0,,,
120000,1,4,33,39119,0,,,
70000,1,3,22,255217,0,,,
120000,1,2,40,319317,0,,,
150000,1,3,28,390604,0,,,
210000,1,3,25,48668,0,,,
490000,0,3,50,1044821,0,,,
250000,1,2,44,752634,0,,,
250000,0,4,34,24651,0,,,
110000,0,2,56,134428,0,,,
2.00E+05,0,4,29,1162,0,,,
210000,1,3,28,0,0,,,
130000,0,4,34,221704,0,,,
150000,1,3,27,5896,0,,,
2.00E+05,1,2,45,0,0,,,
290000,0,4,38,0,0,,,
210000,1,4,54,49152,0,,,
2.00E+05,0,4,26,13524,0,,,
2.00E+05,0,3,54,34576,0,,,
150000,1,2,47,590595,0,,,
50000,1,3,38,0,0,,,
150000,1,4,33,320318,0,,,
270000,0,4,36,57748,0,,,
490000,1,3,30,56504,0,,,
210000,1,3,27,-56,0,,,
230000,1,4,33,-85,0,,,
210000,1,3,30,264069,0,,,
10000,1,4,37,26650,0,,,
60000,0,4,28,0,0,,,
350000,1,4,32,291231,0,,,
50000,0,3,35,21746,0,,,
140000,1,4,27,150656,0,,,
30000,1,4,24,0,0,,,
180000,0,3,27,217187,0,,,
50000,0,3,36,161058,0,,,
2.00E+05,1,3,29,347833,0,,,
7.00E+05,0,3,50,-14,0,,,
2.00E+05,0,4,30,-38466,0,,,
260000,0,3,44,171959,0,,,
2.00E+05,1,4,27,136541,0,,,
2.00E+05,1,4,34,0,0,,,
120000,0,4,29,448079,0,,,
110000,0,1,36,134139,0,,,
140000,0,3,39,414349,0,,,
230000,0,4,43,91831,0,,,
160000,1,3,25,324632,0,,,
270000,1,3,34,511788,0,,,
120000,1,3,46,0,0,,,
160000,1,3,36,-358,0,,,
30000,0,3,24,120913,0,,,
80000,1,2,42,0,0,,,
80000,0,4,60,88273,0,,,
20000,0,4,24,0,0,,,
180000,1,4,26,0,0,,,
130000,1,3,34,507934,0,,,
80000,1,2,26,332151,0,,,
50000,0,2,39,196236,0,,,
210000,0,4,26,0,0,,,
30000,1,4,43,0,0,,,
20000,1,3,49,49276,0,,,
50000,0,2,26,90388,0,,,
210000,1,3,36,12806,0,,,
1.00E+05,0,3,30,65095,0,,,
120000,1,4,26,250712,0,,,
230000,1,3,40,305469,0,,,
360000,1,4,50,-10,0,,,
20000,1,3,43,55651,0,,,
30000,0,4,23,138398,0,,,
330000,1,4,32,46660,0,,,
80000,0,3,48,266887,0,,,
20000,0,3,33,39317,0,,,
240000,1,4,39,723138,0,,,
240000,0,4,49,-15,0,,,
2.00E+05,0,4,32,-21423,0,,,
70000,1,3,40,221108,0,,,
50000,1,3,23,29222,0,,,
50000,0,2,44,-1261,0,,,
190000,1,3,24,666488,0,,,
30000,1,2,31,-697,0,,,
210000,1,4,28,16359,0,,,
4.00E+05,1,4,33,0,0,,,
60000,1,3,29,32871,0,,,
330000,1,3,30,0,0,,,
180000,1,3,29,53381,0,,,
70000,1,4,29,330906,0,,,
360000,1,3,27,738127,0,,,
240000,0,4,47,0,0,,,
320000,0,3,45,-202,0,,,
5.00E+05,1,4,35,2100,0,,,
250000,1,4,53,1020722,0,,,
270000,1,4,37,0,0,,,
460000,1,4,39,623267,0,,,
30000,1,3,22,91130,0,,,
150000,1,4,38,0,0,,,
180000,1,2,40,21641,0,,,
5.00E+05,1,4,28,198235,0,,,
110000,0,3,25,128650,0,,,
290000,1,3,40,705109,0,,,
140000,1,3,31,465461,0,,,
80000,0,4,53,106278,0,,,
430000,0,4,51,17314,0,,,
230000,0,3,29,14884,0,,,
1.00E+05,1,4,47,200023,0,,,
120000,0,4,33,0,0,,,
130000,1,3,29,386809,0,,,
130000,0,4,29,479951,0,,,
5.00E+05,1,4,47,-400,0,,,
30000,1,3,38,141913,0,,,
1.00E+05,1,3,23,258062,0,,,
230000,1,3,45,7716,0,,,
350000,1,4,33,-904,0,,,
230000,0,3,32,180703,0,,,
1.00E+05,1,2,44,352122,0,,,
50000,1,3,28,148437,0,,,
440000,1,4,36,3974,0,,,
50000,0,3,42,171106,0,,,
20000,1,4,34,44427,0,,,
20000,1,3,22,83393,0,,,
1.00E+05,1,3,42,319357,0,,,
490000,1,4,36,-122,0,,,
210000,1,3,36,833838,0,,,
560000,1,4,45,440155,0,,,
3.00E+05,1,4,42,-132,0,,,
350000,1,4,33,-218,0,,,
50000,0,3,26,44810,0,,,
140000,0,2,59,0,0,,,
50000,1,2,35,117585,0,,,
360000,0,4,36,-6340,0,,,
10000,0,3,22,833,0,,,
40000,0,4,31,157631,0,,,
240000,0,2,43,891986,0,,,
60000,1,2,50,-3,0,,,
2.00E+05,1,3,27,0,0,,,
370000,1,4,30,24968,0,,,
1.00E+05,1,3,28,478416,0,,,
360000,0,3,30,15082,0,,,
